Marque;Modèle;Année;Puissance;Énergie;Boîte;Finition;Cote_Reference;Km_Reference;Decote_par_Km;Volume_Annonces;Qualite_Cote
AUDI;A1;2013;105;DIESEL;MANUELLE;AMBITION;8790;171000;-0.05;3;C
AUDI;A1;2013;105;DIESEL;MANUELLE;STANDARD;9490;162306;-0.01855;5;C
AUDI;A1;2013;122;ESSENCE;AUTOMATIQUE;AMBITION;12740;83161;-0.05;4;C
AUDI;A1;2013;122;ESSENCE;AUTOMATIQUE;S-LINE;11990;135241;-0.05;3;C
AUDI;A1;2013;122;ESSENCE;AUTOMATIQUE;STANDARD;10990;118724;-0.05;3;C
AUDI;A1;2013;122;ESSENCE;MANUELLE;AMBITION;8985;146225;-0.05;4;C
AUDI;A1;2013;122;ESSENCE;MANUELLE;STANDARD;10000;130758;-0.05;3;C
AUDI;A1;2013;185;ESSENCE;AUTOMATIQUE;S-LINE;14395;129247;-0.05;4;C
AUDI;A1;2014;86;ESSENCE;MANUELLE;AMBITION;9790;117624;-0.0205;7;C
AUDI;A1;2014;86;ESSENCE;MANUELLE;S-LINE;9594;142995;-0.02799;10;C
AUDI;A1;2014;86;ESSENCE;MANUELLE;STANDARD;9990;127972;-0.02447;35;A
AUDI;A1;2014;90;DIESEL;AUTOMATIQUE;AMBITION;13670;114605;-0.05;4;C
AUDI;A1;2014;90;DIESEL;AUTOMATIQUE;S-LINE;10990;143969;-0.05;3;C
AUDI;A1;2014;90;DIESEL;AUTOMATIQUE;STANDARD;10490;163810;-0.04239;7;C
AUDI;A1;2014;90;DIESEL;MANUELLE;S-LINE;8900;191294;-0.02835;19;B
AUDI;A1;2014;90;DIESEL;MANUELLE;STANDARD;8990;173947;-0.01892;37;A
AUDI;A1;2014;105;DIESEL;MANUELLE;S-LINE;10900;148412;-0.05;3;C
AUDI;A1;2014;105;DIESEL;MANUELLE;STANDARD;10120;140737;-0.05;6;C
AUDI;A1;2014;122;ESSENCE;AUTOMATIQUE;STANDARD;11650;142887;-0.05;4;C
AUDI;A1;2014;122;ESSENCE;MANUELLE;STANDARD;10890;102600;-0.05;3;C
AUDI;A1;2014;140;ESSENCE;AUTOMATIQUE;S-LINE;12900;144500;-0.05;3;C
AUDI;A1;2014;185;ESSENCE;AUTOMATIQUE;STANDARD;14745;137625;-0.05;4;C
AUDI;A1;2015;86;ESSENCE;MANUELLE;STANDARD;10490;107085;-0.05;4;C
AUDI;A1;2015;90;DIESEL;AUTOMATIQUE;AMBITION;12990;111837;-0.05;4;C
AUDI;A1;2015;90;DIESEL;AUTOMATIQUE;S-LINE;10199;172416;-0.05;3;C
AUDI;A1;2015;90;DIESEL;AUTOMATIQUE;STANDARD;11245;168593;-0.04306;8;C
AUDI;A1;2015;90;DIESEL;MANUELLE;AMBITION;10990;175032;-0.04743;7;C
AUDI;A1;2015;90;DIESEL;MANUELLE;S-LINE;9800;160680;-0.01946;5;C
AUDI;A1;2015;90;DIESEL;MANUELLE;STANDARD;10595;163254;-0.03721;28;B
AUDI;A1;2015;95;ESSENCE;MANUELLE;AMBITION;12990;105509;-0.05;3;C
AUDI;A1;2015;95;ESSENCE;MANUELLE;STANDARD;11990;96111;-0.02004;7;C
AUDI;A1;2015;116;DIESEL;MANUELLE;AMBITION;10990;145915;-0.05;3;C
AUDI;A1;2015;116;DIESEL;MANUELLE;S-LINE;12000;160333;-0.05;3;C
AUDI;A1;2015;116;DIESEL;MANUELLE;STANDARD;11500;140610;-0.05;4;C
AUDI;A1;2015;125;ESSENCE;AUTOMATIQUE;S-LINE;11245;144630;-0.05;4;C
AUDI;A1;2015;125;ESSENCE;AUTOMATIQUE;STANDARD;14000;119500;-0.05;3;C
AUDI;A1;2015;150;ESSENCE;AUTOMATIQUE;AMBITION;13590;111467;-0.05;8;C
AUDI;A1;2015;150;ESSENCE;AUTOMATIQUE;S-LINE;15985;103311;-0.05;8;C
AUDI;A1;2015;150;ESSENCE;AUTOMATIQUE;STANDARD;13200;125802;-0.03966;9;C
AUDI;A1;2015;150;ESSENCE;MANUELLE;STANDARD;11990;105854;-0.0398;17;B
AUDI;A1;2015;192;ESSENCE;AUTOMATIQUE;S-LINE;15990;130680;-0.05;5;C
AUDI;A1;2016;90;DIESEL;AUTOMATIQUE;S-LINE;13490;168000;-0.08;5;C
AUDI;A1;2016;90;DIESEL;AUTOMATIQUE;STANDARD;12100;145109;-0.07771;8;C
AUDI;A1;2016;90;DIESEL;MANUELLE;S-LINE;11975;158812;-0.04248;8;C
AUDI;A1;2016;90;DIESEL;MANUELLE;STANDARD;10000;164128;-0.05257;33;A
AUDI;A1;2016;95;ESSENCE;AUTOMATIQUE;AMBITION;14490;104856;-0.05;3;C
AUDI;A1;2016;95;ESSENCE;AUTOMATIQUE;S-LINE;14645;105513;-0.05;4;C
AUDI;A1;2016;95;ESSENCE;AUTOMATIQUE;STANDARD;14495;94872;-0.03839;16;B
AUDI;A1;2016;95;ESSENCE;MANUELLE;ACTIVE;11490;117590;-0.05;3;C
AUDI;A1;2016;95;ESSENCE;MANUELLE;AMBITION;11980;108182;-0.005;5;C
AUDI;A1;2016;95;ESSENCE;MANUELLE;S-LINE;13490;113526;-0.04987;13;B
AUDI;A1;2016;95;ESSENCE;MANUELLE;STANDARD;11500;116446;-0.04068;30;B
AUDI;A1;2016;116;DIESEL;AUTOMATIQUE;AMBITION;15240;108251;-0.05;4;C
AUDI;A1;2016;116;DIESEL;MANUELLE;STANDARD;12240;137518;-0.05;4;C
AUDI;A1;2016;125;ESSENCE;AUTOMATIQUE;AMBITION;15045;96529;-0.005;6;C
AUDI;A1;2016;125;ESSENCE;AUTOMATIQUE;S-LINE;14900;100342;-0.03747;7;C
AUDI;A1;2016;125;ESSENCE;AUTOMATIQUE;STANDARD;13800;132333;-0.05;3;C
AUDI;A1;2016;125;ESSENCE;MANUELLE;AMBITION;13900;84758;-0.03541;5;C
AUDI;A1;2016;125;ESSENCE;MANUELLE;STANDARD;12490;124116;-0.0458;6;C
AUDI;A1;2016;192;ESSENCE;AUTOMATIQUE;S-LINE;16490;125623;-0.04775;5;C
AUDI;A1;2017;82;ESSENCE;MANUELLE;STANDARD;12800;72758;-0.05;3;C
AUDI;A1;2017;90;DIESEL;AUTOMATIQUE;AMBITION;21000;57666;-0.05;3;C
AUDI;A1;2017;90;DIESEL;AUTOMATIQUE;STANDARD;12045;111625;-0.05;4;C
AUDI;A1;2017;90;DIESEL;MANUELLE;AMBITION;11290;120000;-0.05;3;C
AUDI;A1;2017;90;DIESEL;MANUELLE;S-LINE;13694;119000;-0.03616;8;C
AUDI;A1;2017;90;DIESEL;MANUELLE;STANDARD;12400;137883;-0.04;11;B
AUDI;A1;2017;95;ESSENCE;AUTOMATIQUE;S-LINE;16490;88677;-0.03113;9;C
AUDI;A1;2017;95;ESSENCE;AUTOMATIQUE;STANDARD;14745;104886;-0.04254;16;B
AUDI;A1;2017;95;ESSENCE;MANUELLE;AMBITION;13150;86666;-0.05;3;C
AUDI;A1;2017;95;ESSENCE;MANUELLE;S-LINE;13745;103165;-0.04539;14;B
AUDI;A1;2017;95;ESSENCE;MANUELLE;STANDARD;12900;110413;-0.04053;27;B
AUDI;A1;2017;116;DIESEL;MANUELLE;S-LINE;12990;162533;-0.05;3;C
AUDI;A1;2017;116;DIESEL;MANUELLE;STANDARD;12490;119226;-0.05;4;C
AUDI;A1;2017;125;ESSENCE;AUTOMATIQUE;S-LINE;17531;89221;-0.05;3;C
AUDI;A1;2017;125;ESSENCE;MANUELLE;S-LINE;12490;121000;-0.05;3;C
AUDI;A1;2017;125;ESSENCE;MANUELLE;STANDARD;13240;96596;-0.05;4;C
AUDI;A1;2018;90;DIESEL;MANUELLE;STANDARD;13300;114969;-0.04866;14;B
AUDI;A1;2018;95;ESSENCE;AUTOMATIQUE;S-LINE;15990;94538;-0.04861;9;C
AUDI;A1;2018;95;ESSENCE;AUTOMATIQUE;STANDARD;15985;81887;-0.01325;22;B
AUDI;A1;2018;95;ESSENCE;MANUELLE;AMBITION;12980;86000;-0.05;3;C
AUDI;A1;2018;95;ESSENCE;MANUELLE;S-LINE;15395;75759;-0.017;10;C
AUDI;A1;2018;95;ESSENCE;MANUELLE;STANDARD;13895;93532;-0.03917;40;A
AUDI;A1;2018;116;DIESEL;MANUELLE;S-LINE;12990;123367;-0.05146;5;C
AUDI;A1;2018;116;ESSENCE;AUTOMATIQUE;DESIGN;17990;81874;-0.05;3;C
AUDI;A1;2018;116;ESSENCE;AUTOMATIQUE;S-LINE;19900;104666;-0.05;3;C
AUDI;A1;2018;125;ESSENCE;AUTOMATIQUE;AMBITION;15150;87097;-0.05;4;C
AUDI;A1;2018;125;ESSENCE;AUTOMATIQUE;STANDARD;14695;105041;-0.06434;8;C
AUDI;A1;2018;192;ESSENCE;AUTOMATIQUE;STANDARD;16990;109638;-0.05;3;C
AUDI;A1;2019;95;ESSENCE;MANUELLE;DESIGN;16890;70217;-0.01937;9;C
AUDI;A1;2019;95;ESSENCE;MANUELLE;S-LINE;18990;58916;-0.05;3;C
AUDI;A1;2019;95;ESSENCE;MANUELLE;STANDARD;17495;70487;-0.04498;14;B
AUDI;A1;2019;116;ESSENCE;AUTOMATIQUE;DESIGN;18895;75365;-0.04102;28;B
AUDI;A1;2019;116;ESSENCE;AUTOMATIQUE;S-LINE;20785;87383;-0.03562;34;A
AUDI;A1;2019;116;ESSENCE;AUTOMATIQUE;STANDARD;19200;89918;-0.03649;49;A
AUDI;A1;2019;116;ESSENCE;MANUELLE;DESIGN;17500;80034;-0.05286;25;B
AUDI;A1;2019;116;ESSENCE;MANUELLE;S-LINE;18000;85868;-0.04505;31;A
AUDI;A1;2019;116;ESSENCE;MANUELLE;STANDARD;16500;98456;-0.02881;38;A
AUDI;A1;2019;150;ESSENCE;AUTOMATIQUE;DESIGN;21240;76823;-0.08;8;C
AUDI;A1;2019;150;ESSENCE;AUTOMATIQUE;S-LINE;22240;85601;-0.03634;12;B
AUDI;A1;2019;150;ESSENCE;MANUELLE;DESIGN;19590;80740;-0.05;3;C
AUDI;A1;2019;200;ESSENCE;AUTOMATIQUE;S-LINE;23690;88069;-0.04952;33;A
AUDI;A1;2019;200;ESSENCE;AUTOMATIQUE;STANDARD;22900;85286;-0.08;7;C
AUDI;A1;2020;95;ESSENCE;AUTOMATIQUE;STANDARD;18700;69112;-0.04599;10;C
AUDI;A1;2020;95;ESSENCE;MANUELLE;DESIGN;18490;68316;-0.05;3;C
AUDI;A1;2020;95;ESSENCE;MANUELLE;S-LINE;17490;91438;-0.02688;5;C
AUDI;A1;2020;95;ESSENCE;MANUELLE;STANDARD;17490;69516;-0.03026;17;B
AUDI;A1;2020;110;ESSENCE;AUTOMATIQUE;DESIGN;19890;66701;-0.05;3;C
AUDI;A1;2020;110;ESSENCE;AUTOMATIQUE;STANDARD;20500;64748;-0.05828;5;C
AUDI;A1;2020;116;ESSENCE;AUTOMATIQUE;DESIGN;20994;51200;-0.04178;10;C
AUDI;A1;2020;116;ESSENCE;AUTOMATIQUE;S-LINE;22990;67779;-0.04618;17;B
AUDI;A1;2020;116;ESSENCE;AUTOMATIQUE;STANDARD;18995;80105;-0.0199;38;A
AUDI;A1;2020;116;ESSENCE;MANUELLE;DESIGN;18495;58298;-0.04155;6;C
AUDI;A1;2020;116;ESSENCE;MANUELLE;S-LINE;18990;72233;-0.05;3;C
AUDI;A1;2020;116;ESSENCE;MANUELLE;STANDARD;17990;86273;-0.03619;23;B
AUDI;A1;2020;150;ESSENCE;AUTOMATIQUE;DESIGN;22900;48929;-0.03064;7;C
AUDI;A1;2020;150;ESSENCE;AUTOMATIQUE;S-LINE;22980;77823;-0.08;9;C
AUDI;A1;2020;150;ESSENCE;AUTOMATIQUE;STANDARD;23290;78075;-0.00669;5;C
AUDI;A1;2020;200;ESSENCE;AUTOMATIQUE;S-LINE;25595;70070;-0.04978;10;C
AUDI;A1;2021;95;ESSENCE;AUTOMATIQUE;DESIGN;20500;52654;-0.033;7;C
AUDI;A1;2021;95;ESSENCE;AUTOMATIQUE;S-LINE;19890;73957;-0.05;3;C
AUDI;A1;2021;95;ESSENCE;AUTOMATIQUE;STANDARD;19940;52617;-0.06478;20;B
AUDI;A1;2021;95;ESSENCE;MANUELLE;DESIGN;17990;62431;-0.07431;8;C
AUDI;A1;2021;95;ESSENCE;MANUELLE;STANDARD;18045;66493;-0.04791;38;A
AUDI;A1;2021;110;ESSENCE;AUTOMATIQUE;DESIGN;22240;58744;-0.04317;12;B
AUDI;A1;2021;110;ESSENCE;AUTOMATIQUE;S-LINE;22644;75244;-0.0712;32;A
AUDI;A1;2021;110;ESSENCE;AUTOMATIQUE;STANDARD;20593;70229;-0.04239;42;A
AUDI;A1;2021;110;ESSENCE;MANUELLE;DESIGN;19990;62100;-0.05007;9;C
AUDI;A1;2021;110;ESSENCE;MANUELLE;S-LINE;19990;69407;-0.05681;11;B
AUDI;A1;2021;110;ESSENCE;MANUELLE;STANDARD;19400;56810;-0.03126;33;A
AUDI;A1;2021;150;ESSENCE;AUTOMATIQUE;DESIGN;22945;57263;-0.05;4;C
AUDI;A1;2021;150;ESSENCE;AUTOMATIQUE;S-LINE;24889;71693;-0.03015;21;B
AUDI;A1;2021;150;ESSENCE;AUTOMATIQUE;STANDARD;24870;67950;-0.05;3;C
AUDI;A1;2022;95;ESSENCE;AUTOMATIQUE;DESIGN;20950;36680;-0.08375;7;C
AUDI;A1;2022;95;ESSENCE;AUTOMATIQUE;S-LINE;24995;44487;-0.01503;8;C
AUDI;A1;2022;95;ESSENCE;AUTOMATIQUE;STANDARD;22593;43562;-0.04929;48;A
AUDI;A1;2022;95;ESSENCE;MANUELLE;DESIGN;18990;52019;-0.06002;11;B
AUDI;A1;2022;95;ESSENCE;MANUELLE;S-LINE;22490;41512;-0.05;3;C
AUDI;A1;2022;95;ESSENCE;MANUELLE;STANDARD;20390;45234;-0.04966;53;A
AUDI;A1;2022;110;ESSENCE;AUTOMATIQUE;DESIGN;23990;44245;-0.05034;13;B
AUDI;A1;2022;110;ESSENCE;AUTOMATIQUE;S-LINE;24170;54760;-0.06629;16;B
AUDI;A1;2022;110;ESSENCE;AUTOMATIQUE;STANDARD;22990;40418;-0.04352;37;A
AUDI;A1;2022;110;ESSENCE;MANUELLE;DESIGN;19900;52005;-0.05;3;C
AUDI;A1;2022;110;ESSENCE;MANUELLE;S-LINE;21990;52684;-0.05;3;C
AUDI;A1;2022;110;ESSENCE;MANUELLE;STANDARD;22144;38641;-0.03284;8;C
AUDI;A1;2022;150;ESSENCE;AUTOMATIQUE;DESIGN;26915;28647;-0.05;4;C
AUDI;A1;2022;150;ESSENCE;AUTOMATIQUE;S-LINE;27500;37815;-0.04838;9;C
AUDI;A1;2022;150;ESSENCE;AUTOMATIQUE;STANDARD;25200;50246;-0.12174;5;C
AUDI;A1;2023;95;ESSENCE;AUTOMATIQUE;STANDARD;22990;37581;-0.05058;18;B
AUDI;A1;2023;95;ESSENCE;MANUELLE;STANDARD;21390;36570;-0.05036;37;A
AUDI;A1;2023;110;ESSENCE;AUTOMATIQUE;AVUS;24694;22093;-0.05;4;C
AUDI;A1;2023;110;ESSENCE;AUTOMATIQUE;DESIGN;26238;31668;-0.04009;8;C
AUDI;A1;2023;110;ESSENCE;AUTOMATIQUE;S-LINE;25490;29792;-0.02237;33;A
AUDI;A1;2023;110;ESSENCE;AUTOMATIQUE;STANDARD;23191;37066;-0.07784;34;A
AUDI;A1;2023;110;ESSENCE;MANUELLE;DESIGN;24095;35315;-0.05;4;C
AUDI;A1;2023;110;ESSENCE;MANUELLE;S-LINE;24110;26514;-0.02205;6;C
AUDI;A1;2023;110;ESSENCE;MANUELLE;STANDARD;22000;45775;-0.03375;17;B
AUDI;A1;2023;150;ESSENCE;AUTOMATIQUE;DESIGN;27490;42576;-0.05;3;C
AUDI;A1;2023;150;ESSENCE;AUTOMATIQUE;S-LINE;28875;41709;-0.13719;8;C
AUDI;A1;2023;207;ESSENCE;AUTOMATIQUE;S-LINE;30687;27383;-0.075;7;C
AUDI;A1;2024;95;ESSENCE;AUTOMATIQUE;DESIGN;25990;12014;-0.02895;11;B
AUDI;A1;2024;95;ESSENCE;AUTOMATIQUE;S-LINE;27470;13910;-0.03154;26;B
AUDI;A1;2024;95;ESSENCE;AUTOMATIQUE;STANDARD;24788;18876;-0.02746;10;C
AUDI;A1;2024;95;ESSENCE;MANUELLE;STANDARD;22900;22407;-0.05;3;C
AUDI;A1;2024;110;ESSENCE;AUTOMATIQUE;S-LINE;27490;22743;-0.13545;6;C
AUDI;A1;2024;110;ESSENCE;AUTOMATIQUE;STANDARD;25914;28194;-0.005;6;C
AUDI;A1;2024;116;ESSENCE;AUTOMATIQUE;DESIGN;27790;10785;-0.075;6;C
AUDI;A1;2024;116;ESSENCE;AUTOMATIQUE;S-LINE;29690;13437;-0.13228;80;A
AUDI;A1;2024;116;ESSENCE;AUTOMATIQUE;STANDARD;24990;15181;-0.01091;20;B
AUDI;A1;2024;116;ESSENCE;MANUELLE;STANDARD;23345;20774;-0.00836;6;C
AUDI;A1;2024;150;ESSENCE;AUTOMATIQUE;AVUS;34490;14633;-0.05;3;C
AUDI;A1;2024;150;ESSENCE;AUTOMATIQUE;S-LINE;32490;11853;-0.07433;45;A
AUDI;A1;2025;95;ESSENCE;AUTOMATIQUE;DESIGN;27900;7242;-0.11568;97;A
AUDI;A1;2025;95;ESSENCE;AUTOMATIQUE;S-LINE;30900;7095;-0.15;15;B
AUDI;A1;2025;95;ESSENCE;AUTOMATIQUE;STANDARD;27969;8040;-0.15;5;C
AUDI;A1;2025;95;ESSENCE;MANUELLE;DESIGN;25990;6583;-0.06284;36;A
AUDI;A1;2025;95;ESSENCE;MANUELLE;STANDARD;26490;4293;-0.06296;5;C
AUDI;A1;2025;116;ESSENCE;AUTOMATIQUE;DESIGN;29490;5256;-0.15;133;A
AUDI;A1;2025;116;ESSENCE;AUTOMATIQUE;S-LINE;31895;9519;-0.15;108;A
AUDI;A1;2025;116;ESSENCE;AUTOMATIQUE;STANDARD;29690;6639;-0.075;26;B
AUDI;A1;2025;116;ESSENCE;MANUELLE;DESIGN;28274;2001;-0.07135;9;C
AUDI;A1;2025;116;ESSENCE;MANUELLE;S-LINE;26490;15194;-0.005;5;C
AUDI;A1;2025;150;ESSENCE;AUTOMATIQUE;S-LINE;33890;10819;-0.0916;59;A
AUDI;A3;1997;90;DIESEL;MANUELLE;STANDARD;950;354548;-0.01;5;C
AUDI;A3;1997;150;ESSENCE;MANUELLE;STANDARD;2450;222250;-0.02;4;C
AUDI;A3;1998;0;DIESEL;MANUELLE;STANDARD;3000;296500;-0.02;4;C
AUDI;A3;1998;150;ESSENCE;MANUELLE;STANDARD;2150;285916;-0.01083;6;C
AUDI;A3;1999;0;DIESEL;MANUELLE;STANDARD;500;300000;-0.02;3;C
AUDI;A3;1999;210;ESSENCE;MANUELLE;STANDARD;7500;208815;-0.01431;19;B
AUDI;A3;2000;210;ESSENCE;MANUELLE;STANDARD;8900;210636;-0.0148;25;B
AUDI;A3;2001;130;DIESEL;MANUELLE;STANDARD;1790;233880;-0.01;5;C
AUDI;A3;2001;210;ESSENCE;MANUELLE;STANDARD;8500;199151;-0.02;19;B
AUDI;A3;2002;130;DIESEL;MANUELLE;STANDARD;4200;247600;-0.01325;5;C
AUDI;A3;2002;225;ESSENCE;MANUELLE;STANDARD;9900;199218;-0.02;18;B
AUDI;A3;2003;130;DIESEL;MANUELLE;STANDARD;2450;324000;-0.00568;8;C
AUDI;A3;2003;225;ESSENCE;MANUELLE;STANDARD;6500;247446;-0.01;9;C
AUDI;A3;2004;140;DIESEL;MANUELLE;STANDARD;3645;268790;-0.01229;16;B
AUDI;A3;2004;150;ESSENCE;MANUELLE;STANDARD;6000;145318;-0.01;7;C
AUDI;A3;2005;140;DIESEL;MANUELLE;STANDARD;3000;301392;-0.01578;13;B
AUDI;A3;2005;200;ESSENCE;AUTOMATIQUE;STANDARD;6750;235750;-0.02;4;C
AUDI;A3;2005;200;ESSENCE;MANUELLE;STANDARD;5900;251666;-0.01246;9;C
AUDI;A3;2006;105;DIESEL;MANUELLE;STANDARD;3900;270666;-0.02;3;C
AUDI;A3;2006;140;DIESEL;AUTOMATIQUE;STANDARD;5650;267750;-0.02;4;C
AUDI;A3;2006;140;DIESEL;MANUELLE;S-LINE;5000;253837;-0.01362;9;C
AUDI;A3;2006;140;DIESEL;MANUELLE;STANDARD;3850;226466;-0.01;20;B
AUDI;A3;2006;265;ESSENCE;AUTOMATIQUE;STANDARD;10250;200076;-0.00844;6;C
AUDI;A3;2006;265;ESSENCE;MANUELLE;STANDARD;11250;185045;-0.02;12;B
AUDI;A3;2007;140;DIESEL;AUTOMATIQUE;STANDARD;5200;240523;-0.02;6;C
AUDI;A3;2007;140;DIESEL;MANUELLE;S-LINE;4500;240164;-0.01694;5;C
AUDI;A3;2007;140;DIESEL;MANUELLE;STANDARD;4900;211010;-0.01474;20;B
AUDI;A3;2007;265;ESSENCE;MANUELLE;STANDARD;12000;182701;-0.02;57;A
AUDI;A3;2008;105;DIESEL;MANUELLE;STANDARD;4990;250681;-0.02;3;C
AUDI;A3;2008;140;DIESEL;AUTOMATIQUE;STANDARD;6250;291425;-0.02;4;C
AUDI;A3;2008;140;DIESEL;MANUELLE;AMBITION;3990;219833;-0.02;3;C
AUDI;A3;2008;140;DIESEL;MANUELLE;S-LINE;7745;217454;-0.02;8;C
AUDI;A3;2008;140;DIESEL;MANUELLE;STANDARD;5000;255057;-0.02;17;B
AUDI;A3;2008;265;ESSENCE;AUTOMATIQUE;STANDARD;13500;172333;-0.02;3;C
AUDI;A3;2008;265;ESSENCE;MANUELLE;STANDARD;12985;181174;-0.02;42;A
AUDI;A3;2009;105;DIESEL;MANUELLE;STANDARD;8490;185284;-0.02;4;C
AUDI;A3;2009;140;DIESEL;AUTOMATIQUE;STANDARD;7800;217428;-0.01748;7;C
AUDI;A3;2009;140;DIESEL;MANUELLE;S-LINE;7945;232805;-0.02;8;C
AUDI;A3;2009;140;DIESEL;MANUELLE;STANDARD;7224;202393;-0.02;26;B
AUDI;A3;2009;170;DIESEL;MANUELLE;S-LINE;6990;263666;-0.02;3;C
AUDI;A3;2009;170;DIESEL;MANUELLE;STANDARD;8995;239025;-0.02;4;C
AUDI;A3;2009;265;ESSENCE;AUTOMATIQUE;STANDARD;13000;189888;-0.02;21;B
AUDI;A3;2009;265;ESSENCE;MANUELLE;STANDARD;13000;172643;-0.02;30;B
AUDI;A3;2010;105;DIESEL;AUTOMATIQUE;STANDARD;6800;219305;-0.02;5;C
AUDI;A3;2010;105;DIESEL;MANUELLE;AMBITION;8900;145300;-0.02;3;C
AUDI;A3;2010;105;DIESEL;MANUELLE;S-LINE;7990;222910;-0.02;12;B
AUDI;A3;2010;105;DIESEL;MANUELLE;STANDARD;7990;185759;-0.02;21;B
AUDI;A3;2010;140;DIESEL;MANUELLE;STANDARD;6949;212250;-0.02;6;C
AUDI;A3;2010;265;ESSENCE;AUTOMATIQUE;STANDARD;16000;160295;-0.00517;24;B
AUDI;A3;2010;265;ESSENCE;MANUELLE;STANDARD;13000;172432;-0.005;25;B
AUDI;A3;2011;105;DIESEL;AUTOMATIQUE;STANDARD;6499;248600;-0.005;5;C
AUDI;A3;2011;105;DIESEL;MANUELLE;S-LINE;9250;168406;-0.02734;6;C
AUDI;A3;2011;105;DIESEL;MANUELLE;STANDARD;6800;207818;-0.02752;21;B
AUDI;A3;2011;140;DIESEL;MANUELLE;STANDARD;6750;215250;-0.05;4;C
AUDI;A3;2011;160;ESSENCE;MANUELLE;S-LINE;9990;147633;-0.05;3;C
AUDI;A3;2011;265;ESSENCE;AUTOMATIQUE;STANDARD;21000;149965;-0.05;27;B
AUDI;A3;2011;265;ESSENCE;MANUELLE;STANDARD;15250;164018;-0.05;16;B
AUDI;A3;2011;340;ESSENCE;AUTOMATIQUE;STANDARD;22980;162135;-0.03105;9;C
AUDI;A3;2012;105;DIESEL;AUTOMATIQUE;STANDARD;8900;191625;-0.05;4;C
AUDI;A3;2012;105;DIESEL;MANUELLE;AMBITION;9699;126386;-0.05;4;C
AUDI;A3;2012;105;DIESEL;MANUELLE;S-LINE;9300;185857;-0.04655;7;C
AUDI;A3;2012;105;DIESEL;MANUELLE;STANDARD;7495;189035;-0.01193;18;B
AUDI;A3;2012;140;DIESEL;MANUELLE;S-LINE;9900;187454;-0.05;3;C
AUDI;A3;2012;150;DIESEL;MANUELLE;STANDARD;10395;177037;-0.05;4;C
AUDI;A3;2012;265;ESSENCE;AUTOMATIQUE;STANDARD;16990;169905;-0.05;5;C
AUDI;A3;2012;340;ESSENCE;AUTOMATIQUE;STANDARD;24990;137816;-0.05;61;A
AUDI;A3;2012;340;ESSENCE;MANUELLE;STANDARD;19500;116500;-0.025;5;C
AUDI;A3;2013;105;DIESEL;AUTOMATIQUE;STANDARD;10990;161887;-0.05;3;C
AUDI;A3;2013;105;DIESEL;MANUELLE;STANDARD;9240;181002;-0.00676;8;C
AUDI;A3;2013;122;ESSENCE;MANUELLE;AMBITION;11240;149202;-0.05;4;C
AUDI;A3;2013;122;ESSENCE;MANUELLE;STANDARD;11994;133973;-0.05;4;C
AUDI;A3;2013;150;DIESEL;AUTOMATIQUE;AMBITION;10989;177095;-0.02578;7;C
AUDI;A3;2013;150;DIESEL;AUTOMATIQUE;S-LINE;13245;192914;-0.03414;10;C
AUDI;A3;2013;150;DIESEL;AUTOMATIQUE;STANDARD;11200;207555;-0.03759;15;B
AUDI;A3;2013;150;DIESEL;MANUELLE;AMBITION;12740;168925;-0.03558;10;C
AUDI;A3;2013;150;DIESEL;MANUELLE;S-LINE;11990;202059;-0.04878;15;B
AUDI;A3;2013;150;DIESEL;MANUELLE;STANDARD;10500;185338;-0.0205;41;A
AUDI;A3;2013;180;ESSENCE;AUTOMATIQUE;AMBITION;15990;132863;-0.04776;5;C
AUDI;A3;2013;180;ESSENCE;MANUELLE;STANDARD;11900;154125;-0.05;3;C
AUDI;A3;2013;184;DIESEL;AUTOMATIQUE;S-LINE;17500;155333;-0.05;3;C
AUDI;A3;2013;300;ESSENCE;AUTOMATIQUE;STANDARD;20650;149199;-0.05;58;A
AUDI;A3;2013;300;ESSENCE;MANUELLE;S-LINE;14000;138431;-0.04127;5;C
AUDI;A3;2013;300;ESSENCE;MANUELLE;STANDARD;18350;145607;-0.05;16;B
AUDI;A3;2013;340;ESSENCE;AUTOMATIQUE;STANDARD;26450;111466;-0.05;6;C
AUDI;A3;2014;105;DIESEL;MANUELLE;STANDARD;9240;189250;-0.05;4;C
AUDI;A3;2014;110;DIESEL;MANUELLE;STANDARD;12500;129050;-0.05;6;C
AUDI;A3;2014;140;ESSENCE;MANUELLE;S-LINE;14200;101378;-0.05;3;C
AUDI;A3;2014;150;DIESEL;AUTOMATIQUE;AMBITION;12499;180057;-0.04088;7;C
AUDI;A3;2014;150;DIESEL;AUTOMATIQUE;S-LINE;12990;186398;-0.02093;12;B
AUDI;A3;2014;150;DIESEL;AUTOMATIQUE;STANDARD;11900;185008;-0.03516;22;B
AUDI;A3;2014;150;DIESEL;MANUELLE;AMBITION;10990;201675;-0.05;9;C
AUDI;A3;2014;150;DIESEL;MANUELLE;S-LINE;12249;193767;-0.04042;16;B
AUDI;A3;2014;150;DIESEL;MANUELLE;STANDARD;11000;181971;-0.0357;31;A
AUDI;A3;2014;150;ESSENCE;AUTOMATIQUE;STANDARD;14045;136352;-0.05;4;C
AUDI;A3;2014;180;ESSENCE;AUTOMATIQUE;S-LINE;16990;121833;-0.05;3;C
AUDI;A3;2014;184;DIESEL;AUTOMATIQUE;S-LINE;14990;170862;-0.05;3;C
